"","Duration","views_2_hours","hog_666","hog_673","hog_676","hog_678","hog_855","cnn_10","cnn_12","cnn_19","cnn_89","pct_nonzero_pixels","doc2vec_11","doc2vec_15","punc_num_..8","num_words","num_stopwords","num_uppercase_chars","Num_Subscribers_Base_low_mid","Num_Subscribers_Base_mid_high","Num_Views_Base_mid_high","avg_growth_low","avg_growth_low_mid","avg_growth_mid_high","count_vids_low","count_vids_low_mid","count_vids_mid_high","growth_2_6"
"50",232,1729,0.170710343,0.081445413,0.206160985,0.397225732,0.033271141,2.617217,1.3449566,9.508177,4.897866,0.764085648,1.003416896,-0.445573121,0,13,3,9,1,0,1,0,0,0,0,0,0,5.589936379
"51",603,23530,0.004718866,0.145492567,0,0.327360783,0.012065526,3.6747017,3.9179606,14.268436,5.327759,0.750721451,-1.051320195,-0.735549927,0,9,2,5,0,1,1,0,0,0,0,0,1,3.53000425
"52",563,5701,0.039403158,0.051425877,0.014690398,0.125047905,0.002622136,0.19413427,0.09927569,15.620441,6.5435424,0.732991898,-0.526553452,-0.352098644,0,12,2,9,0,0,1,0,0,0,0,0,0,0.958428346
"53",347,11592,0.194326334,0.057545972,0.04043433,0.16260528,0.196474381,2.5232403,3.439651,9.091847,2.6349719,0.747262731,0.357476681,-0.162572235,0,7,2,4,1,0,0,0,0,1,0,1,0,2.5313147
"54",222,2034,0.191997981,0.233122735,0.076838865,0.300145391,0.256297842,2.419207,6.8892546,10.209626,2.1499512,0.763505015,-0.833327532,-0.949233055,1,10,1,12,1,0,1,0,1,0,0,1,0,0.469026549
"55",2336,990,0.065506459,0.077736869,0.001853826,0.000727753,0.174069958,0,0.17732619,0.18407263,0.08275463,0.755244985,0.166355282,-0.499390572,0,10,1,6,1,0,0,0,0,1,0,0,0,1.797979798
"56",86,156,0.03053407,0.039644111,0.089421557,0.13427898,0.177339005,2.703573,2.0582762,11.708648,4.462176,0.746975309,-0.191447064,-1.527566791,0,12,3,5,0,0,1,0,0,0,0,0,0,3.217948718
"57",585,6003,0.044800459,0.004854591,0.003244145,0.027987385,0.106554101,3.0615528,0.22702996,6.5759387,4.5901446,0.752233796,0.569669664,-0.160734892,0,6,0,3,0,0,1,0,0,0,0,0,0,7.887389639
"58",76,378,0.083376903,0.120440197,0.236200138,0.353231661,0.277653742,0,0,14.048139,6.326484,0.76064429,0.318943381,0.219572082,0,17,5,5,0,0,1,0,0,0,0,0,0,3.470899471
"59",233,747,0.057875606,0.283039581,0.102818161,0.14591287,0.000767963,1.5347657,4.159279,7.6397734,1.560283,0.7596875,0.317457348,-0.16386871,0,13,5,10,0,0,0,1,0,0,0,0,1,0.60107095
"60",569,20752,0.013981707,0.109116039,0.017457515,0.146448213,0.068005883,2.0586996,4.045933,8.523091,2.8892498,0.761138117,0.010117442,-0.481794029,0,6,0,6,0,0,0,0,0,0,0,0,0,4.430898227
"61",190,12771,0.187661971,0.072115496,0.196747383,0.1544962,0.130104037,1.4247102,3.9098685,11.754421,3.1123164,0.752609954,1.540251136,0.478402019,0,15,1,12,0,0,0,0,0,0,0,0,0,2.938610915
"62",90,927,0.028572519,0.052557055,0.052959225,0.206646624,0.033698451,2.6132598,0,8.89452,4.5302086,0.767775849,0.275086939,-1.130413771,0,9,2,4,0,0,1,0,0,0,0,0,0,5.781014024
"63",61,1156,0.105793761,0.156830033,0.0482525,0,0.022159584,1.158747,1.757029,5.6381574,2.4578881,0.733402778,0.987601697,-0.245266095,0,9,2,5,0,0,0,0,0,0,0,0,0,3.311418685
"64",173,14462,0.075399882,0.233036026,0.068884179,0.185345881,0.009264096,4.2080603,4.263709,10.94872,4.8545814,0.764830247,0.743713617,0.965523005,0,16,4,10,1,0,0,0,1,0,0,0,1,1.247476144
"65",615,5544,0.103548701,0.135531533,0.101468331,0.08320151,0.103400347,1.3034688,3.6875958,5.53615,1.0257152,0.754251543,0.12004818,-0.067096077,0,10,2,10,1,0,1,0,1,0,0,0,0,1.307539683
"66",810,15960,0.242591714,0.114459979,0.242591714,0.074791884,0.247386278,1.7903548,4.125741,7.0382547,2.1741645,0.765368441,0.942674339,-0.462809205,0,4,1,4,0,0,0,0,0,0,0,0,0,1.391290727
"67",115,528,0.033919693,0.01670283,0.066256211,0.193793662,0.230420872,0,0,10.941571,11.2824135,0.767515432,-0.09018781,-1.58828795,0,15,4,5,0,0,1,0,0,0,0,0,0,9.106060606
"68",859,174,0.095255003,0.240108374,0.156993281,0.091767469,0.108347114,1.9550654,0,9.316323,3.529951,0.734944059,0.46123293,-0.326736182,0,7,2,2,0,0,1,0,0,0,0,0,0,4.5
"69",235,487348,0.15299731,0.070487958,0.120603294,0.061607254,0.00287676,3.4091444,3.966852,5.707653,2.4820316,0.765933642,0.833686769,-1.299151778,0,18,2,16,0,0,0,0,0,1,0,0,0,1.868732405
"70",2515,358680,0,0,0,0,0,3.086999,5.011656,5.778803,1.9259055,0.298748071,0.767519236,-0.166961432,0,4,0,10,0,0,0,1,0,0,0,0,1,0.327445076
"71",33,35560,0.117371018,0.083824455,0.103687312,0.052991827,0.02275124,2.6332903,6.201209,12.645049,3.2353892,0.735642361,-0.252750367,-0.582563043,0,15,3,12,0,0,0,0,0,0,0,0,0,2.127615298
"72",717,26073,0.316758057,0.042684829,0.20870694,0.153880842,0.002295403,1.21804,2.6324844,5.34601,1.5561874,0.703238812,0.117344685,0.104471542,0,7,1,6,0,1,1,0,0,0,0,0,1,3.388179343
"73",153,420,0,0.023606644,0.01911768,0.188643036,0.096134921,1.993329,0.872679,13.576902,4.586994,0.774369213,0.576614022,-0.508739293,0,10,2,5,0,0,1,0,0,0,0,0,0,4.8
"74",156,68231,0.051997176,0,0.113820514,0.099702511,0.002074713,2.3181973,2.6898396,5.636841,2.3882096,0.747770062,-1.023406982,0.684821188,0,7,3,13,0,1,1,1,0,0,1,0,0,0.736571353
"75",69,340,0,0.047236375,0.002285377,0.045481812,0.082761139,2.9199734,1.0772574,9.673394,5.4577475,0.772692901,1.099397898,0.321881115,0,12,1,5,0,0,1,0,0,0,0,0,0,6.652941176
"76",151,200,0.106795841,0.017665697,0.091677036,0.247674047,0.01094395,2.9843636,2.9684653,9.592462,4.010404,0.732571373,0.625250757,1.201576591,0,9,1,7,0,0,0,0,0,0,0,0,1,5.165
"77",1217,169,0.316796726,0.128011205,0.122743419,0.040867601,0.092645117,1.5235823,0,8.567613,4.507725,0.755374228,-0.111786567,-1.901508212,0,11,3,7,0,0,1,0,0,0,0,0,0,3.863905325
"78",80,1431,0,0,0,0.002709656,0.103196614,1.888189,0,8.656981,5.1166086,0.75445409,1.600340128,-1.357715845,0,9,2,4,0,0,1,0,0,0,0,0,0,9.545073375
"79",37,121,0.093273909,0.059835837,0,0.079909339,0.131865261,2.644881,2.0218675,12.050153,5.558067,0.914265046,-0.569850326,-0.9372859,0,13,6,5,0,0,1,0,0,0,0,0,0,6.669421488
"80",72,2100,0,0.014497027,0.101482161,0.12667155,0.133848756,0,0.3434119,18.041338,7.0700407,0.775713735,1.032755971,-0.517111361,0,12,2,8,0,0,1,0,0,0,0,0,0,3.571428571
"81",1061,42070,0.211036274,0.0290928,0.150215202,0.217172328,0.014606723,1.8652536,3.4042125,8.511914,2.1998634,0.765665509,0.497504413,0.02433786,0,7,2,6,0,0,0,0,0,0,0,0,0,2.595079629
"82",429,3332,0.179743469,0.164516902,0.239181728,0.262768952,0.051149404,2.941553,1.6401905,8.844276,4.1707535,0.76109375,0.787756503,-0.044649459,0,17,3,12,1,0,1,0,0,0,0,0,0,9.972689076
"83",144,460,0.142095364,0.041851429,0.084514443,0.147141832,0.110274205,4.282958,2.8555808,17.10226,7.138625,0.764230324,2.157368422,0.512095273,0,12,3,6,0,0,1,0,0,0,0,0,0,8.343478261
"84",190,68481,0.047892855,0.093768207,0.053053394,0.261439185,0.056797221,0.4184464,1.5679575,6.337071,2.2565749,0.753389275,0.515613258,-0.903612614,0,17,0,17,0,0,0,0,0,0,0,0,0,2.203019816
"85",388,18144,0.057623619,0.078203752,0.015360335,0.245104173,0,4.709175,7.139623,9.557828,3.43797,0.74117091,-0.275005072,-0.532150269,0,7,0,6,1,0,0,0,1,0,0,1,0,0.982638889
"86",83,1035,0.011408023,0.053998192,0.003670001,0.025107779,0.151782166,1.3550243,0.07607113,7.620323,3.3957813,0.767893519,0.379636705,-0.886709929,0,10,2,4,0,0,1,0,0,0,0,0,0,4.380676329
"87",48,312,0.025960985,0.065706093,0.085167608,0.094315468,0.162546235,3.348422,1.8290684,12.528887,5.9956913,0.77461034,0.609384596,-0.585757077,0,8,2,10,0,0,1,0,0,0,0,0,0,7.060897436
"88",290,1870,0.102732134,0.112506153,0.125049381,0.338217677,0.155003859,3.1062288,5.828874,15.316168,4.3808613,0.769693287,-0.137310684,0.199252188,0,8,0,8,1,0,1,0,0,0,0,0,0,2.537967914
"89",185,3424,0.031741742,0.017222405,0.033896726,0.080509437,0.26401592,2.6141782,2.5152068,10.262399,4.607083,0.771496914,0.700520098,1.124366283,0,14,2,9,1,0,1,0,0,0,0,0,0,3.947429907
"90",110,2440,0.091747775,0.118650939,0.190686803,0.277066339,0.113799439,4.0946155,5.462863,9.92791,3.994358,0.734683642,-0.384077281,-0.27778241,0,14,4,6,0,0,0,0,0,0,0,0,0,0.56147541
"91",109,76,0.250233072,0.11038673,0.042486541,0.241208439,0.09153502,0,0,17.031046,8.8866,0.765580633,1.146316528,-0.622898638,0,11,2,2,0,0,1,0,0,0,0,0,0,5.065789474
"92",826,51309,0.065475715,0.06008714,0.226643444,0.243666338,0.063726422,3.1368318,3.644859,6.3601046,2.4678571,0.762671682,0.540094316,-0.449360341,0,8,2,30,0,0,1,1,0,0,0,0,1,0.439591495
"93",9091,991012,0.060989732,0.126047559,0.111969822,0.050052056,0.048604939,1.4268385,2.7892985,5.323337,1.1043589,0.750061728,0.57505554,0.449014515,0,8,0,34,0,0,0,1,0,0,0,0,1,0.200539449
"94",98,162,0,0.006799072,0,0.0304612,0.120868451,3.4204068,1.5920073,14.013949,6.086912,0.770432099,1.92479229,-0.721336603,0,13,2,8,0,0,1,0,0,0,0,0,0,7.827160494
"95",61,2584,0,0.028951942,0.272340621,0.081859639,0.098847194,2.2131834,4.071551,7.864001,4.256528,0.762087191,0.484120786,0.187435314,0,7,0,5,0,1,1,0,0,1,0,0,0,1.735294118
"96",54,8379,0.173629333,0.066649442,0.176443224,0.141481736,0.239129205,2.1695938,2.687849,7.3540826,2.4547126,0.520815972,1.19156599,-1.807040572,0,18,2,15,0,0,0,0,0,0,0,0,0,2.570951187
"97",377,7546,0.121482168,0.060642977,0.228650635,0.140333446,0.10662776,4.495496,2.0721347,8.119427,4.1157894,0.759949846,0.815600753,0.095462836,0,12,2,11,1,0,1,0,0,0,0,0,0,8.023853697
"98",667,27100,0.023774731,0.020306183,0.108934142,0.124385764,0,1.5843323,4.031583,5.201411,0.69539416,0.745852623,0.093891427,-1.01659584,0,10,4,8,1,0,0,0,0,1,0,0,1,1.959151292
"99",97,474,0.057961198,0.063785342,0.19247094,0.071904596,0.161547031,0,0,15.33525,6.7330933,0.770677083,0.323816568,-0.559324384,0,11,2,11,0,0,1,0,0,0,0,0,0,0.630801688
"100",351,1889,0.019302439,0,0,0.081624348,0,2.216432,1.7309117,8.045084,4.0022497,0.731190201,-0.032673333,-0.456593424,0,7,0,6,0,0,1,0,0,0,0,0,0,0.898888301
"101",134,711,0.259407518,0.002584215,0.01325107,0.012143348,0.03985173,2.40094,1.2943983,8.882493,3.5290484,0.774625772,-0.099549197,-0.266732186,0,13,4,4,0,0,1,0,0,0,0,0,0,2.008438819
"102",113,378,0.084810237,0.123004425,0,0.295391892,0.092587679,1.80867,0.93059826,11.044854,4.9392056,0.774222608,0.114582963,-0.111884065,0,11,2,4,0,0,1,0,0,0,0,0,0,4.018518519
"103",607,206,0.297455548,0.029000461,0.2224254,0.192526043,0.07400531,2.4188929,1.6274825,4.9882092,2.71636,0.767835648,-0.374248594,-0.514729857,0,14,4,7,1,0,1,0,0,0,0,0,0,6.029126214
"104",80,334,0.066846657,0.086661726,0.039959511,0.312023485,0.11923798,3.0696406,0.87915707,9.249925,4.6492434,0.772955247,0.477042377,0.731529713,0,11,1,5,0,0,1,0,0,0,0,0,0,7.574850299
"105",6400,2972,0.055924359,0,0.2896416,0.23297154,0.208081563,0.51456594,3.3595726,4.2401834,1.0345882,0.573065201,-0.624339819,-0.514910758,0,6,1,3,0,0,0,0,0,0,0,0,0,1.82974428
"106",337,3780,0.107411853,0.095455123,0.065581227,0.157812259,0.042809644,0.8918911,4.828132,6.4347363,0.696048,0.706356096,-0.49836874,-0.310492665,0,11,0,9,0,1,1,0,1,0,0,0,0,1.005026455
"107",6683,784,0.069138583,0,0.117749371,0.317253671,0.386423878,3.3756614,7.8823853,17.43863,4.817524,0.55392554,0.154328182,-0.412785053,0,11,0,14,0,0,0,0,0,0,0,0,0,2.357142857
"108",352,10233,0.003866007,0.001288669,0.14144715,0.074215276,0.021117329,3.4668183,3.8931572,3.9135752,1.8457398,0.76050733,-0.041210357,0.153467864,0,8,2,6,0,1,1,0,0,1,0,0,0,0.996384247
"109",200,2331,0.1012728,0.055350306,0.302353669,0.302353669,0.003692708,1.9567115,3.160789,5.6097093,2.1062467,0.737270448,0.32411471,-1.306312323,0,10,2,12,0,0,0,0,0,0,0,0,0,1.347490347
"110",491,322,0,0,0,0,0,1.4306358,3.1801958,9.393888,3.2697873,0.085067515,-0.296193421,-0.473710477,0,9,2,1,1,0,0,0,0,1,0,0,0,4.801242236
"111",36,1125,0.148389492,0.06575917,0,0.072540054,0.106168987,4.43571,1.4369863,10.856838,5.9599905,0.739020062,-0.355853885,-0.012295409,0,13,1,6,0,0,1,0,0,0,0,0,0,7.376888889
"112",256,728,0,0.07575942,0.061596636,0.326808536,0.001956097,3.3701887,6.380642,11.991715,3.7240589,0.756657022,0.764568686,0.256990045,0,13,3,11,0,0,0,1,0,0,0,0,1,1.267857143
"113",92,1820,0.078862387,0.031332864,0.223027097,0.206936884,0.155611313,3.405343,2.6853504,12.383204,6.1806464,0.766695602,0.062570363,-0.659556091,0,12,0,7,0,0,1,0,0,0,0,0,0,1.877472527
"114",842,130257,0,0.026429059,0.008867279,0.025426852,0.067707366,0.911746,3.3050408,5.176611,1.2907121,0.701450617,-0.977759778,-0.373072207,0,13,1,11,0,0,0,0,1,0,0,1,0,1.211681522
"115",71,738,0.008741415,0.042651128,0.161789351,0.108696259,0.106128311,4.2047257,1.9985111,8.793442,5.654935,0.771876929,-0.008655812,0.13840495,0,11,3,8,0,0,1,0,0,0,0,0,0,9.066395664
"116",643,4375,0.103370358,0.137003952,0.076642978,0.099492372,0.104888369,2.9276233,3.0876727,8.434627,3.0679018,0.760652006,-0.738473773,-0.275192022,0,8,2,8,1,0,1,0,1,0,0,0,0,0.813485714
"117",166,95832,0.014182833,0.003301806,0.097554212,0.223911306,0.056130394,3.371811,5.95998,10.104089,3.4083216,0.765071373,-0.426197588,1.148590326,0,6,0,36,0,1,1,1,0,0,1,0,0,1.618916437
"118",355,62895,0.161400456,0.107078535,0.106590027,0.246333494,0.046104365,1.7859471,4.1841183,8.294989,1.6965393,0.73648341,-0.059402481,0.009348932,0,9,0,8,0,0,0,0,0,0,0,0,0,3.045218221
"119",196,11648,0.095625561,0.131036362,0.013546663,0.239657711,0.08252421,1.283789,2.431839,5.0431786,1.6267848,0.744284336,0.326597929,-0.709103942,0,15,2,10,0,0,0,0,0,0,0,0,0,3.659941621
"120",341,6720,0.119491734,0.155807104,0.016282918,0.104742245,0.243242489,2.4429283,3.2237487,7.330641,2.242579,0.765740741,0.57493484,-0.244531065,0,8,2,8,1,0,1,0,1,0,0,0,0,1.676488095
"121",240,3704,0.237126789,0.083572624,0.021667568,0.080585888,0.015216798,1.2511064,2.0035005,7.3802357,2.4212673,0.766819059,0.626654506,-0.517906547,0,8,0,7,0,1,1,0,0,1,0,0,0,2.158207343
"122",96,124,0.110075123,0.065743854,0.045389662,0.204774625,0.030881621,3.1967223,1.9961112,13.544173,5.9933343,0.77101659,0.540366352,-1.964841008,0,12,4,4,0,0,1,0,0,0,0,0,0,1.798387097
"123",111,864,0.003054006,0.003260412,0.053255887,0.013501149,0.247027561,0.9312857,0,6.2016835,3.1402717,0.770140818,0.440407753,-1.095968485,0,9,2,9,0,0,1,0,0,0,0,0,0,2.335648148
"124",180,5238,0.220212848,0.121357495,0.052810107,0.201958592,0.013177244,2.9093332,3.5185087,10.616929,3.97278,0.737606096,0.416614085,-0.072428048,0,14,1,11,0,0,0,0,0,0,0,0,0,2.634593356
